cardname,cardq,cardid,cardrarity,cardcondition,card_edition,cardset,cardcode
"Kahkki, Guerilla of Dark World",3,25847467,Common,M,Unlimited,Structure Deck: Gates of the Underworld,SDGU-EN007
Kai-Den Kendo Spirit,3,71614230,Common,M,Unlimited,Flames of Destruction,FLOD-EN000
Kaibaman,3,34627841,Common,M,Unlimited,Structure Deck: Saga of Blue-Eyes White Dragon,SDBE-EN014
Kaiju Capture Mission,3,81057455,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN165
Kairyu-Shin,3,76634149,Common,M,Unlimited,Speed Duel: Trials of the Kingdom,SBTK-EN003
Kaiser Colosseum,0,35059553,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN086
Kaiser Dragon,3,94566432,Common,M,Unlimited,McDonald's Promo Series 2,MDP2-EN011
Kaiser Glider,3,52824910,Common,M,Unlimited,Starter Deck: Saber Force,YS15-ENF04
Kaiser Sea Horse,3,17444133,Common,M,Unlimited,Structure Deck: Saga of Blue-Eyes White Dragon,SDBE-EN016
Kaiser Sea Snake,3,6442944,Common,M,Unlimited,Maximum Crisis,MACR-EN091
"Kalantosa, Mystical Beast of the Forest",3,97317530,Common,M,Unlimited,Legacy of the Valiant,LVAL-EN036
Kaminari Attack,3,9653271,Common,M,Unlimited,OTS Tournament Pack 12,OP12-EN019
Kaminote Blow,3,97570038,Common,M,Unlimited,The Lost Millennium,TLM-EN042
Kamionwizard,3,41544074,Common,M,Unlimited,Astral Pack 3,AP03-EN021
"Kamui, Hope of Gusto",3,72439556,Common,M,Unlimited,Duel Terminal 6,DT06-EN080
Kangaroo Champ,3,95789089,Common,M,Unlimited,Dark Revelation Volume 3,DR3-EN136
Karakuri Anatomy,3,85541675,Common,M,Unlimited,Starstrike Blast,STBL-EN048
"Karakuri Bonze mdl 9763 ""Kunamzan""",3,49296203,Common,M,Unlimited,Ignition Assault,IGAS-EN014
Karakuri Cash Cache,3,80204957,Common,M,Unlimited,Storm of Ragnarok,STOR-EN052
Karakuri Cash Inn,3,3693034,Common,M,Unlimited,Ignition Assault,IGAS-EN073
"Karakuri Gama mdl 4624 ""Shirokunishi""",3,75690317,Common,M,Unlimited,Ignition Assault,IGAS-EN015
Karakuri Gama Oil,3,11699941,Common,M,Unlimited,Ignition Assault,IGAS-EN058
Karakuri Gold Dust,3,16708652,Common,M,Unlimited,Storm of Ragnarok,STOR-EN053
"Karakuri Komachi mdl 224 ""Ninishi""",3,24621460,Common,M,Unlimited,Extreme Victory,EXVC-EN030
"Karakuri Ninja mdl 7749 ""Nanashick""",3,50615578,Common,M,Unlimited,Extreme Victory,EXVC-EN031
"Karakuri Ninja mdl 919 ""Kuick""",3,6276588,Common,M,Unlimited,Storm of Ragnarok,STOR-EN028
"Karakuri Soldier mdl 236 ""Nisamu""",3,3846170,Common,M,Unlimited,Starstrike Blast,STBL-EN019
Karakuri Spider,3,45688586,Common,M,Unlimited,Starstrike Blast,STBL-EN090
"Karakuri Strategist mdl 248 ""Nishipachi""",3,66625883,Common,M,Unlimited,Starstrike Blast,STBL-EN021
Karakuri Trick House,3,33184236,Common,M,Unlimited,Starstrike Blast,STBL-EN071
"Karakuri Watchdog mdl 313 ""Saizan""",3,70271583,Common,M,Unlimited,Storm of Ragnarok,STOR-EN027
Karate Man,3,23289281,Common,M,Unlimited,Starter Deck: Joey,SDJ-013
Karbonala Warrior,3,54541900,Common,M,Unlimited,Tournament Pack 3,TP3-015
Karma Cut,3,71587526,Common,M,Unlimited,Structure Deck: The Dark Emperor,SDDE-EN034
Karma of the Destruction Swordsman,3,78348934,Common,M,Unlimited,Breakers of Shadow,BOSH-EN060
Kasha,3,52512994,Common,M,Unlimited,Structure Deck: Zombie Horde,SR07-EN004
"Kayenn, the Master Magma Blacksmith",3,51554871,Common,M,Unlimited,Duel Terminal 5,DT05-EN027
Kazejin,3,62340868,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN225
Keeper of the Shrine,3,66752837,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN064
Kelbek,3,54878498,Common,M,Unlimited,Duel Terminal 5,DT05-EN053
Keldo,3,80441106,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN239
Key Mace,3,1929294,Common,M,Unlimited,Turbo Pack: Booster Four,TU04-EN015
Key Man the Key Warrior,3,23168060,Common,M,Unlimited,Starter Deck: Dawn of the Xyz,YS11-EN009
Key Mouse,3,135598,Common,M,Unlimited,The Shining Darkness,TSHD-EN036
Kidmodo Dragon,3,35629124,Common,M,Unlimited,Legendary Decks II,LDK2-ENK16
Kikinagashi Fucho,3,27240101,Common,M,Unlimited,Rising Rampage,RIRA-EN094
King Beast Barbaros,3,63972571,Common,M,Unlimited,Eternity Code,ETCO-EN030
King of the Feral Imps,3,11398059,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN056
King of the Skull Servants,3,36021814,Common,M,Unlimited,Astral Pack 6,AP06-EN017
King of the Swamp,3,79109599,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN195
King of Yamimakai,3,69455834,Common,M,Unlimited,Dark Beginning 2,DB2-EN046
King Pyron,3,20438745,Common,M,Unlimited,Tactical Evolution,TAEV-EN026
King Scarlet,3,60433216,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN109
King Tiger Wanghu,3,83986578,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN129
King's Knight,3,64788463,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN014
Kinka-byo,3,45452224,Common,M,Unlimited,Astral Pack 8,AP08-EN018
Kiryu,3,84814897,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN064
Kiseitai,3,4266839,Common,M,Unlimited,Dark Beginning 1,DB1-EN093
Kishido Spirit,3,60519422,Common,M,Unlimited,Dark Revelation Volume 1,DR1-EN093
Knight Day Grepher,3,15767889,Common,M,Unlimited,Shadow Specters,SHSP-EN038
Knight of Armor Dragon,3,75901113,Common,M,Unlimited,Blazing Vortex,BLVO-EN037
Knight's Title,3,87210505,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN072
Koa'ki Meiru Boulder,3,6320631,Common,M,Unlimited,Ancient Prophecy,ANPR-EN018
Koa'ki Meiru Doom,3,80925836,Common,M,Unlimited,Raging Battle,RGBT-EN026
Koa'ki Meiru Drago,3,12435193,Common,M,Unlimited,Turbo Pack: Booster Three,TU03-EN015
Koa'ki Meiru Guardian,3,45041488,Common,M,Unlimited,Raging Battle,RGBT-EN023
Koa'ki Meiru Hydro Barrier,3,31692182,Common,M,Unlimited,Ancient Prophecy,ANPR-EN022
Koa'ki Meiru Initialize!,3,91985515,Common,M,Unlimited,The Shining Darkness,TSHD-EN058
Koa'ki Meiru Sandman,3,49680980,Common,M,Unlimited,The Shining Darkness,TSHD-EN028
Koa'ki Meiru Sea Panther,3,74576482,Common,M,Unlimited,Stardust Overdrive,SOVR-EN027
Koa'ki Meiru War Arms,3,95090813,Common,M,Unlimited,Battle Pack 3: Monster League,BP03-EN061
Koa'ki Ring,3,46089249,Common,M,Unlimited,Starstrike Blast,STBL-EN056
Koalo-Koala,3,7243511,Common,M,Unlimited,Order of Chaos,ORCS-EN094
Koitsu,3,69456283,Common,M,Unlimited,Magician's Force,MFC-080
Kojikocy,3,1184620,Common,M,Unlimited,Starter Deck: Kaiba,SDK-009
Konohanasakuya,3,57722593,Common,M,Unlimited,Dawn of Majesty,DAMA-EN027
Kotodama,3,19406822,Common,M,Unlimited,Turbo Pack: Booster Seven,TU07-EN014
Koumori Dragon,3,67724379,Common,M,Unlimited,Starter Deck: Kaiba,SDK-006
Kozaky,3,99171160,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN171
Kozmo Delta Shuttle,3,37679169,Common,M,Unlimited,Breakers of Shadow,BOSH-EN084
Kozmo Lightsword,3,82270047,Common,M,Unlimited,Dimension of Chaos,DOCS-EN086
Kozmoll Wickedwitch,3,93302695,Common,M,Unlimited,Dimension of Chaos,DOCS-EN083
Kozmourning,3,12385638,Common,M,Unlimited,Shining Victories,SHVI-EN086
Krawler Axon,3,15710054,Common,M,Unlimited,Circuit Break,CIBR-EN017
Krawler Dendrite,3,46083111,Common,M,Unlimited,Circuit Break,CIBR-EN021
Krawler Glial,3,51205763,Common,M,Unlimited,Circuit Break,CIBR-EN018
Krawler Ranvier,3,10698416,Common,M,Unlimited,Circuit Break,CIBR-EN020
Krawler Receptor,3,83293307,Common,M,Unlimited,Circuit Break,CIBR-EN019
Krawler Spine,3,88316955,Common,M,Unlimited,Circuit Break,CIBR-EN016
Krebons,3,59575539,Common,M,Unlimited,Duel Terminal 5,DT05-EN062
Kryuel,3,82642348,Common,M,Unlimited,Dark Beginning 2,DB2-EN209
Kujakujaku,3,24384095,Common,M,Unlimited,Judgment of the Light,JOTL-EN098
Kuji-Kiri Curse,3,78543464,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN028
Kumootoko,3,56283725,Common,M,Unlimited,Speed Duel Decks: Ultimate Predators,SS03-ENB06
Kunai with Chain,3,37390589,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN087
Kunoichi,3,56514812,Common,M,Unlimited,The Duelist Genesis,TDGS-EN031
Kuribandit,3,16404809,Common,M,Unlimited,Structure Deck: Shaddoll Showdown,SDSH-EN021
Kuriboh,3,40640057,Common,M,Unlimited,Duelist Pack: Battle City,DPBC-EN015
Kuribohrn,3,78355370,Common,M,Unlimited,Structure Deck: Yugi Muto,SDMY-EN005
Kuribon,3,47432275,Common,M,Unlimited,Duel Terminal 3,DT03-EN052
Kuriphoton,3,35112613,Common,M,Unlimited,Legendary Duelists: White Dragon Abyss,LED3-EN043
Kurivolt,3,40817915,Common,M,Unlimited,Star Pack 2013,SP13-EN013
Kuro-Obi Karate Spirit,3,77511331,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN224
Kycoo the Ghost Destroyer,3,88240808,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN011
Kyoutou Waterfront,3,56111151,Common,M,Unlimited,2016 Mega-Tin Mega Pack,MP16-EN100
La Jinn the Mystical Genie of the Lamp,3,97590747,Common,M,Unlimited,Legendary Decks II,LDK2-ENK10
Labradorite Dragon,3,62514770,Common,M,Unlimited,Structure Deck: Rokket Revolt,SDRR-EN016
Labyrinth of Nightmare,3,66526672,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN221
Labyrinth Tank,3,99551425,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN230
Labyrinth Wall,3,67284908,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN220
Lady Assailant of Flames,3,90147755,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENB15
Lady Ninja Yae,3,82005435,Common,M,Unlimited,Ancient Sanctuary,AST-030
Lady of D.,3,67511500,Common,M,Unlimited,Galactic Overlord,GAOV-EN036
Lair of Darkness,3,59160188,Common,M,Unlimited,Egyptian God Deck: Slifer the Sky Dragon,EGS1-EN032
Lair Wire,3,81128478,Common,M,Unlimited,Absolute Powerforce,ABPF-EN071
Lancephorhynchus,3,48940337,Common,M,Unlimited,Demo Deck 2016,DEM3-EN005
Lancer Archfiend,3,79418153,Common,M,Unlimited,Speed Duel Decks: Twisted Nightmares,SS05-ENA16
Lancer Dragonute,3,11125718,Common,M,Unlimited,Starter Deck: Dark Legion,YS15-ENL10
Lancer Lindwurm,3,46272804,Common,M,Unlimited,Starter Deck: Dark Legion,YS15-ENL07
Landrobe the Rock Vassal,3,95993388,Common,M,Unlimited,Structure Deck: Emperor of Darkness,SR01-EN012
LANphorhynchus,3,77637979,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN042
Lantern Shark,3,70156946,Common,M,Unlimited,Eternity Code,ETCO-EN018
Larvae Moth,3,87756343,Common,M,Unlimited,Dark Beginning 1,DB1-EN144
Laser Cannon Armor,3,77007920,Common,M,Unlimited,Speed Duel Decks: Ultimate Predators,SS03-ENB16
Laser Qlip,3,43034264,Common,M,Unlimited,The New Challengers,NECH-EN062
Last Counter,3,86049351,Common,M,Unlimited,Primal Origin,PRIO-EN071
Last Minute Cancel,3,95254840,Common,M,Unlimited,Secrets of Eternity,SECE-EN069
Last Resort,3,97970833,Common,M,Unlimited,Force of the Breaker,FOTB-EN047
Last Turn,0,28566710,Common,M,Unlimited,Tournament Pack 6,TP6-EN015
Last Will,0,85602018,Common,M,Unlimited,Starter Deck: Yugi,SDY-039
Launcher Commander,3,35911108,Common,M,Unlimited,Structure Deck: Powercode Link,SDPL-EN020
Launcher Spider,3,87322377,Common,M,Unlimited,Dark Beginning 2,DB2-EN057
Laundry Trap,3,79371769,Common,M,Unlimited,Burst of Destiny,BODE-EN080
Lava Battleguard,3,20394040,Shatterfoil Rare,M,Unlimited,Star Pack ARC-V,SP15-EN003
Lava Dragon,3,41741922,Common,M,Unlimited,Raging Battle,RGBT-EN037
Lava Golem,3,102380,Common,M,Unlimited,Structure Deck: Shaddoll Showdown,SDSH-EN013
Laval Blaster,3,11834972,Common,M,Unlimited,Duel Terminal 6,DT06-EN072
Laval Burner,3,88958576,Common,M,Unlimited,Duel Terminal 5,DT05-EN028
Laval Dual Slasher,3,31632536,Common,M,Unlimited,Photon Shockwave,PHSW-EN092
Laval Forest Sprite,3,15169262,Common,M,Unlimited,Duel Terminal 5,DT05-EN026
Laval Lakeside Lady,3,8041569,Common,M,Unlimited,Duel Terminal 6,DT06-EN070
Laval Lancelord,3,123709,Common,M,Unlimited,Structure Deck: Onslaught of the Fire Kings,SDOK-EN008
Laval Magma Cannoneer,3,46404281,Common,M,Unlimited,Generation Force,GENF-EN026
Laval Phlogis,3,89609515,Common,M,Unlimited,Duel Terminal 7,DT07-EN015
Laval Volcano Handmaiden,3,2407147,Common,M,Unlimited,Duel Terminal 6,DT06-EN017
Laval Warrior,3,52786469,Common,M,Unlimited,Duel Terminal 5,DT05-EN024
Layard the Liberator,3,67468948,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN201
Leeching the Light,3,90263923,Common,M,Unlimited,The Shining Darkness,TSHD-EN061
Left Arm of the Forbidden One,1,7902349,Common,M,Unlimited,Dark Beginning 1,DB1-EN138
Left Arm Offering,3,86541496,Common,M,Unlimited,Structure Deck: Order of the Spellcasters,SR08-EN033
Left Leg of the Forbidden One,1,44519536,Common,M,Unlimited,Dark Beginning 1,DB1-EN136
Lefty Driver,3,44935634,Common,M,Unlimited,Structure Deck: Mechanized Madness,SR10-EN020
Legacy of Yata-Garasu,3,30461781,Common,M,Unlimited,Structure Deck: Dragunity Legion,SDDL-EN033
Legend of Heart,3,89397517,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA24
Legendary Atlantean Tridon,3,28754338,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN033
Legendary Ebon Steed,3,12324546,Common,M,Unlimited,Strike of Neos,STON-EN040
Legendary Fiend,3,99747800,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN122
Legendary Jujitsu Master,3,25773409,Common,M,Unlimited,Duel Terminal 6,DT06-EN062
Legendary Knight Critias,3,85800949,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA08
Legendary Knight Hermos,3,84565800,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA09
Legendary Knight Timaeus,3,80019195,Common,M,Unlimited,Legendary Dragon Decks,LEDD-ENA07
Legendary Maju Garzett,3,12338068,Common,M,Unlimited,Structure Deck: Lair of Darkness,SR06-EN009
Legendary Secret of the Six Samurai,3,15327215,Common,M,Unlimited,Savage Strike,SAST-EN093
Legendary Six Samurai - Enishi,3,75116619,Common,M,Unlimited,Structure Deck: Samurai Warlords,SDWA-EN017
Legendary Six Samurai - Kizan,3,49721904,Common,M,Unlimited,Structure Deck: Samurai Warlords,SDWA-EN016
Legendary Six Samurai - Mizuho,3,74094021,Common,M,Unlimited,Storm of Ragnarok,STOR-EN024
Legendary Six Samurai - Shinai,3,48505422,Common,M,Unlimited,Storm of Ragnarok,STOR-EN023
Legendary Sword,3,61854111,Common,M,Unlimited,Speed Duel Decks: Duelists of Tomorrow,SS02-ENB13
Legendary Wind-Up Key,3,69320362,Common,M,Unlimited,Generation Force,GENF-EN053
Legion the Fiend Jester,3,25280974,Common,M,Unlimited,Speed Duel Decks: Destiny Masters,SS01-ENA05
Lekunga,3,62543393,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN119
"Lemuria, the Forgotten City",3,34103656,Common,M,Unlimited,Abyss Rising,ABYR-EN057
Leng Ling,3,70298454,Common,M,Unlimited,Circuit Break,CIBR-EN034
"Leo, the Keeper of the Sacred Tree",3,8561192,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENB33
Leodrake's Mane,3,57201737,Common,M,Unlimited,Starstrike Blast,STBL-EN053
Leotaur,3,98225108,Common,M,Unlimited,Cosmo Blazer,CBLZ-EN042
Leotron,3,47226949,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN001
Lesser Fiend,3,16475472,Common,M,Unlimited,Dark Beginning 2,DB2-EN126
Level Conversion Lab,3,84397023,Common,M,Unlimited,The Lost Millennium,TLM-EN054
Level Down!?,3,90500169,Common,M,Unlimited,Cyberdark Impact,CDIP-EN046
Level Eater,0,57421866,Common,M,Unlimited,Duel Terminal 5,DT05-EN005
Level Lifter,3,37198732,Common,M,Unlimited,Secrets of Eternity,SECE-EN097
Level Limit - Area A,3,54976796,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN299
Level Limit - Area B,3,3136426,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN279
Level Modulation,3,61850482,Common,M,Unlimited,Dark Revelation Volume 4,DR04-EN099
Level Retuner,3,86223870,Common,M,Unlimited,Raging Battle,RGBT-EN069
Level Tuning,3,74741494,Common,M,Unlimited,Light of Destruction,LODT-EN059
Level Up!,3,25290459,Common,M,Unlimited,Legendary Collection 3: Yugi's World,LCYW-EN207
Level Warrior,3,97385276,Common,M,Unlimited,Duelist Pack 9: Yusei 2,DP09-EN007
Levia-Dragon - Daedalus,3,37721209,Common,M,Unlimited,Structure Deck: Fury from the Deep,SD4-EN010
Leviair the Sea Dragon,3,95992081,Common,M,Unlimited,Legendary Hero Decks,LEHD-ENC38
Liberty at Last!,3,72022087,Common,M,Unlimited,Battle Pack: Epic Dawn,BP01-EN110
"Lich Lord, King of the Underworld",3,55818463,Common,M,Unlimited,Gold Series 4: Pyramids Edition,GLD4-EN019
Life Absorbing Machine,3,14318794,Common,M,Unlimited,Champion Pack 7,CP07-EN013
Life Stream Dragon,3,25165047,Common,M,Unlimited,Legendary Collection 5D's,LC5D-EN246
Lifeless Leaffish,3,89617515,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN122
Light and Darkness Dragon,3,47297616,Common,M,Unlimited,Astral Pack 2,AP02-EN016
Light Dragon @Ignister,3,61399402,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN016
Light Effigy,3,54766667,Common,M,Unlimited,Tactical Evolution,TAEV-EN037
Light of Destruction,3,83027236,Common,M,Unlimited,Duelist Revolution,DREV-EN080
Light of Intervention,3,62867251,Common,M,Unlimited,Starter Deck: Kaiba Evolution,SKE-046
Light of Judgment,3,44595286,Common,M,Unlimited,Dark Revelation Volume 2,DR2-EN160
Light of Redemption,3,2362787,Common,M,Unlimited,Structure Deck: Cyber Dragon Revolution,SDCR-EN027
Light Spiral,3,35577420,Common,M,Unlimited,Light of Destruction,LODT-EN070
Light-Imprisoning Mirror,3,53341729,Common,M,Unlimited,Astral Pack 7,AP07-EN025
Lighten the Load,3,37231841,Common,M,Unlimited,Rise of Destiny,RDS-EN047
Lightforce Sword,3,49587034,Common,M,Unlimited,King of Games: Yugi's Legendary Decks,YGLD-ENB37
Lightning Blade,3,55226821,Common,M,Unlimited,Starter Deck: Jaden Yuki,YSDJ-EN023
Lightning Vortex,3,69162969,Common,M,Unlimited,Duelist League Demo 2010,DLDI-EN005
"Lightning, Dragon Ruler of Drafts",3,89185742,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN098
Lightray Daedalus,3,38737148,Common,M,Unlimited,Galactic Overlord,GAOV-EN033
Lightray Diabolos,3,30126992,Common,M,Unlimited,Structure Deck: Realm of Light,SDLI-EN017
Lightray Gearfried,3,4722253,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN052
Lightray Grepher,3,27407330,Common,M,Unlimited,OTS Tournament Pack 6,OP06-EN018
Lightray Madoor,3,82579942,Common,M,Unlimited,Return of the Duelist,REDU-EN082
Lightsworn Barrier,3,22201234,Common,M,Unlimited,The Duelist Genesis,TDGS-EN075
Lightsworn Judgment,3,66194206,Common,M,Unlimited,2017 Mega-Tin Mega Pack,MP17-EN237
Lightsworn Sabre,3,30502181,Common,M,Unlimited,Astral Pack 5,AP05-EN023
Lightwave Tuning,3,78845026,Common,M,Unlimited,The Duelist Genesis,TDGS-EN050
Lillybot,3,68812773,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN052
Limit Code,3,86607583,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN045
Limit Impulse,3,82324105,Common,M,Unlimited,Stardust Overdrive,SOVR-EN072
Limit Overdrive,3,35014241,Common,M,Unlimited,Structure Deck: Synchron Extreme,SDSE-EN025
Limit Reverse,3,27551,Common,M,Unlimited,5D's Starter Deck 2009,5DS2-EN037
Limiter Overload,3,92450185,Common,M,Unlimited,Structure Deck: Synchron Extreme,SDSE-EN036
Limiter Removal,3,23171610,Common,M,Unlimited,Legendary Duelists: Ancient Millennium,LED2-EN049
Lindbloom,3,52339733,Common,M,Unlimited,The New Challengers,NECH-EN033
Lineage of Destruction,3,29307554,Common,M,Unlimited,Crossroads of Chaos,CSOC-EN069
Linear Accelerator Cannon,3,64238008,Common,M,Unlimited,Cyberdark Impact,CDIP-EN042
Linear Equation Cannon,3,70916046,Common,M,Unlimited,Blazing Vortex,BLVO-EN080
Link Back,3,3567660,Common,M,Unlimited,Rising Rampage,RIRA-EN051
Link Bound,3,51335426,Common,M,Unlimited,Structure Deck: Soulburner,SDSB-EN030
Link Bumper,3,67231737,Starfoil Rare,M,Unlimited,Star Pack VRAINS,SP18-EN032
Link Burst,3,73287067,Common,M,Unlimited,Eternity Code,ETCO-EN058
Link Devotee,3,48068378,Common,M,Unlimited,Cybernetic Horizon,CYHO-EN036
Link Hole,3,73275815,Common,M,Unlimited,2018 Mega-Tin Mega Pack,MP18-EN203
Link Infra-Flier,3,65100616,Common,M,Unlimited,Circuit Break,CIBR-EN003
Link Party,3,68957925,Common,M,Unlimited,2021 Tin of Ancient Battles,MP21-EN042
Link Restart,3,27664101,Common,M,Unlimited,Circuit Break,CIBR-EN068
Link Spider,3,98978921,Common,M,Unlimited,Advanced Demo Deck Extra Pack,DEM4-EN010
Link Streamer,3,23331400,Common,M,Unlimited,2019 Gold Sarcophagus Tin Mega Pack,MP19-EN003
Link Turret,3,55034079,Common,M,Unlimited,Structure Deck: Rokket Revolt,SDRR-EN036
Linkbelt Wall Dragon,3,63092423,Common,M,Unlimited,Extreme Force,EXFO-EN006
Linkerbell,3,54635100,Common,M,Unlimited,Rise of the Duelist,ROTD-EN096
Linkslayer,3,35595518,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN007
Linkuriboh,3,41999284,Common,M,Unlimited,Starter Deck: Codebreaker,YS18-EN045
Lion Alligator,3,4611269,Common,M,Unlimited,OTS Tournament Pack 16,OP16-EN022
Lionhearted Locomotive,3,61692648,Common,M,Unlimited,Dragons of Legend: The Complete Series,DLCS-EN038
Little Chimera,3,68658728,Common,M,Unlimited,Structure Deck: Blaze of Destruction,SD3-EN005
Little D,3,42625254,Common,M,Unlimited,Legendary Collection 4: Joey's World,LCJW-EN145
Little Fairy,3,45939611,Common,M,Unlimited,Lord of the Tachyon Galaxy,LTGY-EN006
Little Trooper,3,73702909,Common,M,Unlimited,Return of the Duelist,REDU-EN032
Little-Winguard,3,90790253,Common,M,Unlimited,Battle Pack 2: War of the Giants,BP02-EN020
